,id,lat,long,Center_lat,Center_long,DistanceM
58,7922800400,47.588,-122.116,47.62023993864965,-122.34923129807153,22613
59,8079040320,47.5059,-122.149,47.62023993864965,-122.34923129807153,27263
60,1516000055,47.4336,-122.339,47.62023993864965,-122.34923129807153,24968
61,9558200045,47.4366,-122.335,47.62023993864965,-122.34923129807153,23074
62,5072410070,47.4428,-122.344,47.62023993864965,-122.34923129807153,23212
63,9528102996,47.6765,-122.32,47.62023993864965,-122.34923129807153,7919
64,1189001180,47.6113,-122.297,47.62023993864965,-122.34923129807153,5096
65,3253500160,47.5747,-122.304,47.62023993864965,-122.34923129807153,7886
66,3394100030,47.5815,-122.192,47.62023993864965,-122.34923129807153,17472
67,3717000160,47.3378,-122.257,47.62023993864965,-122.34923129807153,38621
68,1274500060,47.3621,-122.11,47.62023993864965,-122.34923129807153,59550
69,1802000060,47.6303,-122.215,47.62023993864965,-122.34923129807153,12884
70,1525059190,47.6525,-122.16,47.62023993864965,-122.34923129807153,20440
71,1049000060,47.7362,-122.179,47.62023993864965,-122.34923129807153,29012
72,8820901275,47.7168,-122.287,47.62023993864965,-122.34923129807153,13857
73,5416510140,47.3608,-122.036,47.62023993864965,-122.34923129807153,48859
74,3444100400,47.3511,-122.073,47.62023993864965,-122.34923129807153,48616
75,3276920270,47.5822,-121.987,47.62023993864965,-122.34923129807153,35788
76,4036801170,47.6034,-122.125,47.62023993864965,-122.34923129807153,23388
77,2391600320,47.5636,-122.394,47.62023993864965,-122.34923129807153,19720
78,6300000287,47.7073,-122.34,47.62023993864965,-122.34923129807153,12015
79,1531000030,47.342,-122.025,47.62023993864965,-122.34923129807153,51714
80,5104520400,47.3512,-122.008,47.62023993864965,-122.34923129807153,50632
81,7437100340,47.349,-122.031,47.62023993864965,-122.34923129807153,50626
82,9418400240,47.5474,-122.291,47.62023993864965,-122.34923129807153,11065
83,1523059105,47.4811,-122.149,47.62023993864965,-122.34923129807153,31219
84,1133000671,47.7264,-122.31,47.62023993864965,-122.34923129807153,15336
85,4232902595,47.6337,-122.365,47.62023993864965,-122.34923129807153,2938
86,2599001200,47.2909,-122.189,47.62023993864965,-122.34923129807153,50458
87,3342103156,47.5228,-122.199,47.62023993864965,-122.34923129807153,25819
88,1332700270,47.518,-122.194,47.62023993864965,-122.34923129807153,25244
89,3869900162,47.5394,-122.387,47.62023993864965,-122.34923129807153,17341
90,2791500270,47.2897,-122.372,47.62023993864965,-122.34923129807153,46598
91,5036300431,47.6506,-122.391,47.62023993864965,-122.34923129807153,6441
92,4168000060,47.322,-122.351,47.62023993864965,-122.34923129807153,40982
93,6021501535,47.687,-122.386,47.62023993864965,-122.34923129807153,9614
94,6021501535,47.687,-122.386,47.62023993864965,-122.34923129807153,9614
95,1483300570,47.5873,-122.249,47.62023993864965,-122.34923129807153,11691
96,3422049190,47.3576,-122.277,47.62023993864965,-122.34923129807153,33788
97,1099611230,47.3036,-122.378,47.62023993864965,-122.34923129807153,45194
98,722079104,47.4109,-121.958,47.62023993864965,-122.34923129807153,48444
99,7338200240,47.4838,-121.714,47.62023993864965,-122.34923129807153,60406
100,1952200240,47.6415,-122.315,47.62023993864965,-122.34923129807153,5509
101,5200100125,47.6775,-122.372,47.62023993864965,-122.34923129807153,8304
102,7214720075,47.7731,-122.08,47.62023993864965,-122.34923129807153,37002
103,2450000295,47.5814,-122.196,47.62023993864965,-122.34923129807153,17734
104,6197800045,47.4375,-122.184,47.62023993864965,-122.34923129807153,30500
105,1328310370,47.4431,-122.133,47.62023993864965,-122.34923129807153,35033
106,546000875,47.6878,-122.38,47.62023993864965,-122.34923129807153,9255
107,3530510041,47.3813,-122.322,47.62023993864965,-122.34923129807153,29011
108,1853000400,47.7304,-122.082,47.62023993864965,-122.34923129807153,31715
109,3134100116,47.6417,-122.109,47.62023993864965,-122.34923129807153,22537
110,9545230140,47.5386,-122.053,47.62023993864965,-122.34923129807153,29344
111,3362400511,47.6823,-122.349,47.62023993864965,-122.34923129807153,7752
112,2525310310,47.3624,-122.031,47.62023993864965,-122.34923129807153,49129
113,6126500060,47.5474,-122.295,47.62023993864965,-122.34923129807153,10712
114,8961960160,47.3183,-122.253,47.62023993864965,-122.34923129807153,42364
115,3626039325,47.6981,-122.368,47.62023993864965,-122.34923129807153,10282
116,3362400431,47.6824,-122.347,47.62023993864965,-122.34923129807153,7645
117,4060000240,47.5009,-122.248,47.62023993864965,-122.34923129807153,18433
118,3454800060,47.4965,-122.303,47.62023993864965,-122.34923129807153,16978
119,1695900060,47.587,-122.294,47.62023993864965,-122.34923129807153,8455
120,7278700070,47.7728,-122.386,47.62023993864965,-122.34923129807153,22494
121,6675500070,47.7288,-122.226,47.62023993864965,-122.34923129807153,28836
122,3626039187,47.6999,-122.364,47.62023993864965,-122.34923129807153,10811
123,3524049083,47.5299,-122.266,47.62023993864965,-122.34923129807153,14044
124,3275860240,47.6897,-122.098,47.62023993864965,-122.34923129807153,28220
125,4389200955,47.6141,-122.212,47.62023993864965,-122.34923129807153,14633
126,4058801670,47.5091,-122.244,47.62023993864965,-122.34923129807153,19638
127,8732020310,47.3129,-122.39,47.62023993864965,-122.34923129807153,45036
128,2331300505,47.6763,-122.352,47.62023993864965,-122.34923129807153,7051
129,7853210060,47.5319,-121.85,47.62023993864965,-122.34923129807153,47080
130,3668000070,47.2761,-122.152,47.62023993864965,-122.34923129807153,53453
131,9545240070,47.5343,-122.054,47.62023993864965,-122.34923129807153,29626
132,1243100136,47.697,-122.072,47.62023993864965,-122.34923129807153,28819
133,8929000270,47.5517,-121.998,47.62023993864965,-122.34923129807153,34232
134,2767602356,47.6734,-122.38,47.62023993864965,-122.34923129807153,7693
135,921049315,47.3257,-122.296,47.62023993864965,-122.34923129807153,36800
136,3655000070,47.3309,-122.299,47.62023993864965,-122.34923129807153,37141
137,4027700812,47.7689,-122.266,47.62023993864965,-122.34923129807153,22104
138,3992700335,47.7135,-122.287,47.62023993864965,-122.34923129807153,13499
139,2767603505,47.6722,-122.381,47.62023993864965,-122.34923129807153,7645
140,4232901525,47.6338,-122.358,47.62023993864965,-122.34923129807153,2392
141,1777500060,47.5707,-122.128,47.62023993864965,-122.34923129807153,22615
142,1432900240,47.4563,-122.171,47.62023993864965,-122.34923129807153,29670
143,6140100875,47.7144,-122.351,47.62023993864965,-122.34923129807153,11707
144,6071600370,47.5495,-122.174,47.62023993864965,-122.34923129807153,22577
145,1526069017,47.7421,-122.026,47.62023993864965,-122.34923129807153,37286
146,809001525,47.6354,-122.353,47.62023993864965,-122.34923129807153,2706
147,3224079105,47.5262,-121.943,47.62023993864965,-122.34923129807153,38105
148,8075400570,47.3887,-122.286,47.62023993864965,-122.34923129807153,29231
149,1994200024,47.6873,-122.336,47.62023993864965,-122.34923129807153,8406
150,3362900810,47.6838,-122.353,47.62023993864965,-122.34923129807153,8252
151,1324300398,47.655,-122.359,47.62023993864965,-122.34923129807153,5085
152,537000445,47.3255,-122.304,47.62023993864965,-122.34923129807153,39508
153,7855801670,47.562,-122.162,47.62023993864965,-122.34923129807153,22151
154,7920100045,47.679,-122.3,47.62023993864965,-122.34923129807153,10508
155,8960000030,47.4479,-122.176,47.62023993864965,-122.34923129807153,29435
156,6388930390,47.525,-122.172,47.62023993864965,-122.34923129807153,24864
157,8731900200,47.3135,-122.369,47.62023993864965,-122.34923129807153,43151
158,8029200135,47.2086,-121.996,47.62023993864965,-122.34923129807153,69243
159,1081200350,47.4715,-122.118,47.62023993864965,-122.34923129807153,34406
160,84000105,47.4877,-122.335,47.62023993864965,-122.34923129807153,17338
161,3756500060,47.7171,-122.193,47.62023993864965,-122.34923129807153,25088
162,7215720160,47.6012,-122.023,47.62023993864965,-122.34923129807153,36721
163,3574800520,47.7319,-122.224,47.62023993864965,-122.34923129807153,30956
164,2617300160,47.4582,-122.023,47.62023993864965,-122.34923129807153,41130
165,2558660270,47.7209,-122.168,47.62023993864965,-122.34923129807153,26614
166,2009000370,47.408,-122.327,47.62023993864965,-122.34923129807153,25882
167,1836980160,47.565,-122.125,47.62023993864965,-122.34923129807153,24938
168,3261020370,47.7028,-122.231,47.62023993864965,-122.34923129807153,28045
169,1755700060,47.7458,-122.331,47.62023993864965,-122.34923129807153,16187
170,4330600435,47.4776,-122.337,47.62023993864965,-122.34923129807153,18344
171,9542800700,47.3026,-122.374,47.62023993864965,-122.34923129807153,47254
172,1999700045,47.7658,-122.339,47.62023993864965,-122.34923129807153,18711
173,1762600070,47.6477,-122.182,47.62023993864965,-122.34923129807153,17303
174,1687900520,47.5619,-122.125,47.62023993864965,-122.34923129807153,23786
175,7234600798,47.6106,-122.31,47.62023993864965,-122.34923129807153,4175
176,3881900445,47.5868,-122.308,47.62023993864965,-122.34923129807153,8016
177,2254502445,47.6101,-122.307,47.62023993864965,-122.34923129807153,4547
178,5437810320,47.1976,-121.999,47.62023993864965,-122.34923129807153,69872
179,9158100075,47.7224,-122.358,47.62023993864965,-122.34923129807153,12894
180,3830630310,47.3505,-122.179,47.62023993864965,-122.34923129807153,44278
181,8123100045,47.5384,-122.376,47.62023993864965,-122.34923129807153,16408
182,3127200041,47.7044,-122.2,47.62023993864965,-122.34923129807153,24189
183,6661200320,47.3848,-122.039,47.62023993864965,-122.34923129807153,45771
184,11510310,47.6993,-122.102,47.62023993864965,-122.34923129807153,29121
185,825059270,47.6627,-122.188,47.62023993864965,-122.34923129807153,19647
186,8731951370,47.3099,-122.379,47.62023993864965,-122.34923129807153,44633
187,1954440060,47.62,-122.043,47.62023993864965,-122.34923129807153,34147
188,2264500350,47.65,-122.34,47.62023993864965,-122.34923129807153,5210
189,1115810060,47.6647,-122.153,47.62023993864965,-122.34923129807153,22663
190,9477200200,47.726,-122.191,47.62023993864965,-122.34923129807153,29556
191,1432600560,47.4616,-122.184,47.62023993864965,-122.34923129807153,28333
192,2287000060,47.5505,-122.219,47.62023993864965,-122.34923129807153,17395
193,3663500060,47.7606,-122.336,47.62023993864965,-122.34923129807153,18132
194,3996900125,47.7481,-122.3,47.62023993864965,-122.34923129807153,17894
195,7796450200,47.2779,-122.347,47.62023993864965,-122.34923129807153,44442
196,7549802535,47.5511,-122.312,47.62023993864965,-122.34923129807153,10310
197,3278600320,47.5488,-122.372,47.62023993864965,-122.34923129807153,16650
198,2824079053,47.5385,-121.911,47.62023993864965,-122.34923129807153,41079
199,1222069094,47.4058,-121.994,47.62023993864965,-122.34923129807153,46405
200,3542300060,47.5093,-122.184,47.62023993864965,-122.34923129807153,26679
201,2222059065,47.3777,-122.165,47.62023993864965,-122.34923129807153,39092
202,7551300060,47.675,-122.394,47.62023993864965,-122.34923129807153,9084
203,100600550,47.3025,-122.37,47.62023993864965,-122.34923129807153,46040
204,3211100860,47.4787,-122.158,47.62023993864965,-122.34923129807153,30778
205,3456000310,47.5378,-122.219,47.62023993864965,-122.34923129807153,18821
206,9526600140,47.7073,-122.114,47.62023993864965,-122.34923129807153,30456
207,7465900060,47.5733,-122.381,47.62023993864965,-122.34923129807153,19395
208,1222000055,47.4604,-122.339,47.62023993864965,-122.34923129807153,20974
209,6300000550,47.7067,-122.343,47.62023993864965,-122.34923129807153,12247
210,2310030510,47.354,-122.047,47.62023993864965,-122.34923129807153,49075
211,1025049114,47.6647,-122.284,47.62023993864965,-122.34923129807153,8578
212,8677300550,47.6143,-122.017,47.62023993864965,-122.34923129807153,36503
213,4014400292,47.3185,-122.275,47.62023993864965,-122.34923129807153,39453
214,1102000196,47.5458,-122.268,47.62023993864965,-122.34923129807153,12737
215,257000138,47.4889,-122.299,47.62023993864965,-122.34923129807153,18389
216,46100204,47.5673,-122.21,47.62023993864965,-122.34923129807153,16451
217,1909600046,47.5133,-122.379,47.62023993864965,-122.34923129807153,16634
218,1250202145,47.5884,-122.291,47.62023993864965,-122.34923129807153,8804
219,7611200125,47.7145,-122.367,47.62023993864965,-122.34923129807153,12991
220,5611500140,47.5836,-122.026,47.62023993864965,-122.34923129807153,35283
221,7138000260,47.398,-122.299,47.62023993864965,-122.34923129807153,30578
222,626059335,47.7663,-122.215,47.62023993864965,-122.34923129807153,31855
223,1922059282,47.3758,-122.217,47.62023993864965,-122.34923129807153,35410
224,705700390,47.3828,-122.023,47.62023993864965,-122.34923129807153,46759
225,7454001200,47.5123,-122.373,47.62023993864965,-122.34923129807153,16233
226,8682281200,47.7076,-122.013,47.62023993864965,-122.34923129807153,33908
227,7972000200,47.2922,-122.371,47.62023993864965,-122.34923129807153,46705
228,722059070,47.4075,-122.214,47.62023993864965,-122.34923129807153,34113
229,7202340400,47.6794,-122.034,47.62023993864965,-122.34923129807153,33079
230,8096000060,47.4497,-122.375,47.62023993864965,-122.34923129807153,24478
231,2424000060,47.5218,-122.164,47.62023993864965,-122.34923129807153,24805
232,9264902050,47.3103,-122.339,47.62023993864965,-122.34923129807153,41221
233,943100260,47.5687,-121.899,47.62023993864965,-122.34923129807153,45820
234,3677400445,47.5575,-122.303,47.62023993864965,-122.34923129807153,8933
235,1762600320,47.6489,-122.183,47.62023993864965,-122.34923129807153,17361
236,4058000060,47.3459,-121.95,47.62023993864965,-122.34923129807153,56612
237,7228500560,47.6136,-122.303,47.62023993864965,-122.34923129807153,4548
238,326069104,47.7641,-122.023,47.62023993864965,-122.34923129807153,40290
239,5152100060,47.3376,-122.324,47.62023993864965,-122.34923129807153,37304
240,3584000310,47.3173,-122.319,47.62023993864965,-122.34923129807153,40100
241,8150100045,47.5308,-122.376,47.62023993864965,-122.34923129807153,16231
242,1868901275,47.6727,-122.299,47.62023993864965,-122.34923129807153,8621
243,6131600075,47.3221,-122.216,47.62023993864965,-122.34923129807153,43418
244,9468200125,47.6779,-122.353,47.62023993864965,-122.34923129807153,7453
245,8029510030,47.3076,-122.395,47.62023993864965,-122.34923129807153,46381
246,2025069065,47.6338,-122.072,47.62023993864965,-122.34923129807153,29510
247,7899800890,47.5218,-122.357,47.62023993864965,-122.34923129807153,15148
248,3021059276,47.2785,-122.213,47.62023993864965,-122.34923129807153,50545
249,3797001895,47.6846,-122.345,47.62023993864965,-122.34923129807153,7734
250,3832710960,47.3656,-122.278,47.62023993864965,-122.34923129807153,32452
251,1310430400,47.4369,-122.111,47.62023993864965,-122.34923129807153,36777
252,1422300030,47.4616,-121.711,47.62023993864965,-122.34923129807153,58677
253,1105000588,47.5405,-122.27,47.62023993864965,-122.34923129807153,12924
254,3830630060,47.3507,-122.178,47.62023993864965,-122.34923129807153,40240
255,5101404898,47.6979,-122.32,47.62023993864965,-122.34923129807153,10744
256,7972601890,47.5278,-122.345,47.62023993864965,-122.34923129807153,14061
257,5127001620,47.4756,-122.147,47.62023993864965,-122.34923129807153,33701
258,9407100800,47.4437,-121.772,47.62023993864965,-122.34923129807153,59233
259,1873100060,47.7048,-122.109,47.62023993864965,-122.34923129807153,30147
260,8722101360,47.6362,-122.302,47.62023993864965,-122.34923129807153,6031
261,8644000060,47.4207,-122.29,47.62023993864965,-122.34923129807153,27077
262,3325069129,47.6154,-122.047,47.62023993864965,-122.34923129807153,32816
263,1400300055,47.5964,-122.299,47.62023993864965,-122.34923129807153,8823
264,2123039032,47.4683,-122.438,47.62023993864965,-122.34923129807153,31659
265,8078560140,47.4045,-122.171,47.62023993864965,-122.34923129807153,35709
266,3438500192,47.5544,-122.358,47.62023993864965,-122.34923129807153,16465
267,7974200510,47.6802,-122.29,47.62023993864965,-122.34923129807153,11063
268,2557000400,47.2988,-122.371,47.62023993864965,-122.34923129807153,46020
269,7960900060,47.6312,-122.223,47.62023993864965,-122.34923129807153,12139
270,4054500390,47.7285,-122.042,47.62023993864965,-122.34923129807153,34910
271,6378500125,47.7107,-122.352,47.62023993864965,-122.34923129807153,11233
272,1745100140,47.3271,-122.323,47.62023993864965,-122.34923129807153,38351
273,2976800796,47.5053,-122.255,47.62023993864965,-122.34923129807153,17557
274,4235400186,47.6601,-122.4,47.62023993864965,-122.34923129807153,7437
275,4215100060,47.4145,-122.166,47.62023993864965,-122.34923129807153,35327
276,9189700045,47.4672,-122.165,47.62023993864965,-122.34923129807153,30039
277,1126049053,47.7618,-122.261,47.62023993864965,-122.34923129807153,21321
278,2022069200,47.3828,-122.071,47.62023993864965,-122.34923129807153,45724
279,9412900055,47.5362,-122.268,47.62023993864965,-122.34923129807153,13303
280,1722059235,47.3954,-122.206,47.62023993864965,-122.34923129807153,36206
281,6874200960,47.5048,-122.272,47.62023993864965,-122.34923129807153,16503
282,7424700045,47.6166,-122.287,47.62023993864965,-122.34923129807153,6059
283,7202360350,47.6811,-122.025,47.62023993864965,-122.34923129807153,33615
284,5634500392,47.7486,-122.23,47.62023993864965,-122.34923129807153,24158
285,1509500060,47.3846,-122.169,47.62023993864965,-122.34923129807153,39119
286,7214810350,47.7564,-122.144,47.62023993864965,-122.34923129807153,34743
287,6647200060,47.7198,-122.193,47.62023993864965,-122.34923129807153,25096
288,9552700140,47.5461,-122.151,47.62023993864965,-122.34923129807153,22357
289,2200500350,47.5712,-122.143,47.62023993864965,-122.34923129807153,21504
290,6113400046,47.4281,-122.343,47.62023993864965,-122.34923129807153,24394
291,6619910140,47.7128,-122.223,47.62023993864965,-122.34923129807153,30132
292,1115450240,47.3341,-122.255,47.62023993864965,-122.34923129807153,38561
293,6073240060,47.5399,-122.181,47.62023993864965,-122.34923129807153,23022
294,9297300045,47.5717,-122.375,47.62023993864965,-122.34923129807153,17788
295,9510920070,47.5951,-122.017,47.62023993864965,-122.34923129807153,36976
296,5468730030,47.3536,-122.144,47.62023993864965,-122.34923129807153,42097
297,8079030390,47.5084,-122.154,47.62023993864965,-122.34923129807153,27214
298,600000152,47.5586,-122.311,47.62023993864965,-122.34923129807153,8448
299,1840000030,47.4427,-122.274,47.62023993864965,-122.34923129807153,25210
300,3225069065,47.6053,-122.077,47.62023993864965,-122.34923129807153,33093
301,3260800030,47.3494,-122.301,47.62023993864965,-122.34923129807153,33935
302,2747100024,47.6933,-122.393,47.62023993864965,-122.34923129807153,10853
303,5104530560,47.3537,-122.0,47.62023993864965,-122.34923129807153,51179
304,4330600350,47.476,-122.337,47.62023993864965,-122.34923129807153,19471
305,5016001535,47.6239,-122.298,47.62023993864965,-122.34923129807153,4611
306,7280300196,47.7776,-122.384,47.62023993864965,-122.34923129807153,22952
307,8651520400,47.6459,-122.058,47.62023993864965,-122.34923129807153,31286
308,7171200445,47.6692,-122.297,47.62023993864965,-122.34923129807153,8321
309,3204800200,47.5376,-122.18,47.62023993864965,-122.34923129807153,23700
310,3416600800,47.601,-122.294,47.62023993864965,-122.34923129807153,5626
311,7994700030,47.529,-121.837,47.62023993864965,-122.34923129807153,49370
312,1860600135,47.6345,-122.367,47.62023993864965,-122.34923129807153,3229
313,4139480200,47.5503,-122.102,47.62023993864965,-122.34923129807153,27440
314,4139480200,47.5503,-122.102,47.62023993864965,-122.34923129807153,27440
315,1328320800,47.4441,-122.125,47.62023993864965,-122.34923129807153,36384
316,7771300125,47.7357,-122.333,47.62023993864965,-122.34923129807153,15144
317,3422059208,47.346,-122.157,47.62023993864965,-122.34923129807153,42243
318,9521101455,47.6638,-122.345,47.62023993864965,-122.34923129807153,5652
319,4337000335,47.48,-122.336,47.62023993864965,-122.34923129807153,18087
320,325059286,47.6759,-122.151,47.62023993864965,-122.34923129807153,24980
321,2597650240,47.5162,-122.057,47.62023993864965,-122.34923129807153,34222
322,3353400435,47.2639,-122.252,47.62023993864965,-122.34923129807153,48314
323,7972000240,47.2929,-122.371,47.62023993864965,-122.34923129807153,46625
324,7520000520,47.4957,-122.352,47.62023993864965,-122.34923129807153,17807
325,7520000520,47.4957,-122.352,47.62023993864965,-122.34923129807153,17807
326,3530210260,47.7721,-122.093,47.62023993864965,-122.34923129807153,38419
327,1959700550,47.644,-122.319,47.62023993864965,-122.34923129807153,4420
328,1665400045,47.472,-122.344,47.62023993864965,-122.34923129807153,19223
329,9542850320,47.592,-122.166,47.62023993864965,-122.34923129807153,19207
330,3179100060,47.669,-122.275,47.62023993864965,-122.34923129807153,9520
331,2946001550,47.42,-122.323,47.62023993864965,-122.34923129807153,24579
332,8078490390,47.1913,-122.012,47.62023993864965,-122.34923129807153,69670
333,9550201550,47.6666,-122.331,47.62023993864965,-122.34923129807153,6737
334,191100045,47.5639,-122.217,47.62023993864965,-122.34923129807153,16498
335,5009600070,47.3483,-122.052,47.62023993864965,-122.34923129807153,50327
336,200350070,47.7648,-122.164,47.62023993864965,-122.34923129807153,31246
337,2877103726,47.6794,-122.357,47.62023993864965,-122.34923129807153,8154
338,405100295,47.7535,-122.354,47.62023993864965,-122.34923129807153,18992
339,4268200055,47.4945,-122.22,47.62023993864965,-122.34923129807153,21854
340,3126069068,47.6945,-122.093,47.62023993864965,-122.34923129807153,27534
341,1115300070,47.5222,-122.157,47.62023993864965,-122.34923129807153,25568
342,6414100671,47.7222,-122.32,47.62023993864965,-122.34923129807153,13804
343,7004200060,47.3796,-122.49,47.62023993864965,-122.34923129807153,40371
344,7852110140,47.5374,-121.875,47.62023993864965,-122.34923129807153,46340
345,3969300030,47.4897,-122.24,47.62023993864965,-122.34923129807153,19012
346,3969300030,47.4897,-122.24,47.62023993864965,-122.34923129807153,19012
347,4048400070,47.4716,-122.078,47.62023993864965,-122.34923129807153,38687
348,808000070,47.3581,-122.173,47.62023993864965,-122.34923129807153,39627
349,7374200030,47.7713,-122.307,47.62023993864965,-122.34923129807153,21354
350,7325600160,47.675,-121.854,47.62023993864965,-122.34923129807153,50215
351,2757000030,47.5603,-122.222,47.62023993864965,-122.34923129807153,16244
352,616000140,47.4147,-122.337,47.62023993864965,-122.34923129807153,25734
353,3363900111,47.68,-122.353,47.62023993864965,-122.34923129807153,7688
354,9262800171,47.3117,-122.27,47.62023993864965,-122.34923129807153,39505
355,6607000126,47.543,-122.28,47.62023993864965,-122.34923129807153,12159
356,5416510830,47.3607,-122.034,47.62023993864965,-122.34923129807153,49014
357,2201500030,47.5759,-122.137,47.62023993864965,-122.34923129807153,21251
358,325059171,47.6891,-122.159,47.62023993864965,-122.34923129807153,23433
359,952003285,47.565,-122.381,47.62023993864965,-122.34923129807153,19045
360,3211290370,47.6359,-121.974,47.62023993864965,-122.34923129807153,37182
361,1072010350,47.4769,-122.141,47.62023993864965,-122.34923129807153,33399
362,8856950070,47.3845,-122.029,47.62023993864965,-122.34923129807153,46346
363,925059078,47.6743,-122.184,47.62023993864965,-122.34923129807153,19659
364,7855801090,47.5651,-122.164,47.62023993864965,-122.34923129807153,22515
365,723099065,47.4853,-121.709,47.62023993864965,-122.34923129807153,60499
366,6116500075,47.4508,-122.359,47.62023993864965,-122.34923129807153,23371
367,1118500030,47.6375,-122.016,47.62023993864965,-122.34923129807153,33587
368,424069250,47.5944,-122.042,47.62023993864965,-122.34923129807153,35459
369,3291800710,47.4888,-122.182,47.62023993864965,-122.34923129807153,28109
370,6838700060,47.5112,-122.19,47.62023993864965,-122.34923129807153,26160
371,2231500030,47.7711,-122.341,47.62023993864965,-122.34923129807153,19448
372,2231500030,47.7711,-122.341,47.62023993864965,-122.34923129807153,19448
373,7683900200,47.2813,-122.345,47.62023993864965,-122.34923129807153,43955
374,8155830060,47.5038,-122.189,47.62023993864965,-122.34923129807153,26930
375,98020310,47.5823,-121.97,47.62023993864965,-122.34923129807153,36750
376,9423400140,47.7164,-122.304,47.62023993864965,-122.34923129807153,15271
377,1545804860,47.3624,-122.045,47.62023993864965,-122.34923129807153,48864
378,2883200160,47.6831,-122.329,47.62023993864965,-122.34923129807153,8946
